Time[us],Temp1[C],Temp2[C],acc1x[m/s2],acc1y,acc1z,gyr1x[dps],gyr1y,gyr1z,acc2x,acc2y,acc2z,gyr2x,gyr2y,gyr2z,unc_acc1x,unc_acc1y,unc_acc1z,unc_gyr1x,unc_gyr1y,unc_gyr1z,unc_acc2x,unc_acc2y,unc_acc2z,unc_gyr2x,unc_gyr2y,unc_gyr2z,raw_float[0],raw_float[1],raw_float[2],raw_float[3],raw_float[4],raw_float[5],raw_float[6],raw_float[7],raw_float[8],raw_float[9],raw_float[10],raw_float[11],raw_float[12],raw_float[13],raw_float[14],raw_teensy_string
2393560655.0,31.44717979,32.88486481,0.511780645011251,-0.47443283735244063,9.669739477114673,-2.1951222072409564,-0.4878048076184803,-1.585365624760061,-1.149889180276246,-0.2826217155468687,9.118846918643744,-1.2195120190462008,1.036585502668168,-0.6707318969543079,0.342817426555408,-0.806399373444592,9.799914146555407,-2.1951222072409564,-0.4878048076184803,-1.585365624760061,-1.253222976753488,-0.376945166753488,9.266898843246512,-1.2195120190462008,1.036585502668168,-0.6707318969543079,31.44717979,32.88486481,2393560655.0,0.34955344,-0.79966336,9.80665016,-0.03831211,-0.0085138,-0.02766985,-1.24498487,-0.36870706,9.27513695,-0.0212845,0.01809183,-0.01170648,$ ; 31.44717979 ; 32.88486481 ; 2393560655 ; 0.34955344 ; -0.79966336 ; 9.80665016 ; -0.03831211 ; -0.00851380 ; -0.02766985 ; -1.24498487 ; -0.36870706 ; 9.27513695 ; -0.02128450 ; 0.01809183 ; -0.01170648 ; %
2393566750.0,31.44717979,33.1244812,-0.9224337512302757,-1.0332031640430528,9.638221190201214,-0.12195120190462007,3.2926830243825367,0.7317072114277204,-2.8706418549635546,-0.532512255723539,9.747555859972854,-0.30487829124044774,1.1585367045727883,-0.6097560095231004,-1.093703603444592,-1.361854173444592,9.752030156555406,-0.12195120190462007,3.2926830243825367,0.7317072114277204,-2.98208693795776,-0.61661569795776,9.91308327204224,-0.30487829124044774,1.1585367045727883,-0.6097560095231004,31.44717979,33.1244812,2393566750.0,-1.08696759,-1.35511816,9.75876617,-0.00212845,0.05746816,0.0127707,-2.97359848,-0.60812724,9.92157173,-0.00532113,0.02022028,-0.01064225,$ ; 31.44717979 ; 33.12448120 ; 2393566750 ; -1.08696759 ; -1.35511816 ; 9.75876617 ; -0.00212845 ; 0.05746816 ; 0.01277070 ; -2.97359848 ; -0.60812724 ; 9.92157173 ; -0.00532113 ; 0.02022028 ; -0.01064225 ; %
2393572847.0,31.30341148,32.83694077,-1.9711225261432863,-0.30045183455837715,9.733162336716292,0.4878048076184803,7.439024462097415,1.036585502668168,-2.746720824278746,0.16232427018559145,10.166070940730176,-0.18292708933582766,-0.24390240380924014,-0.30487829124044774,-2.147002184314304,-0.624289834314304,9.847948345685696,0.4878048076184803,7.439024462097415,1.036585502668168,-2.862076545716496,0.082791634283504,10.334763734283504,-0.18292708933582766,-0.24390240380924014,-0.30487829124044774,31.30341148,32.83694077,2393572847.0,-2.14041638,-0.61770403,9.85453415,0.0085138,0.12983547,0.01809183,-2.85388851,0.09097967,10.34295177,-0.00319268,-0.0042569,-0.00532113,$ ; 31.30341148 ; 32.83694077 ; 2393572847 ; -2.14041638 ; -0.61770403 ; 9.85453415 ; 0.00851380 ; 0.12983547 ; 0.01809183 ; -2.85388851 ; 0.09097967 ; 10.34295177 ; -0.00319268 ; -0.00425690 ; -0.00532113 ; %
2393578944.0,31.30341148,32.88486481,-1.5260216123240047,-0.16029825921103846,9.780611989117842,1.0975608171415807,8.841464143437237,3.4756101137183646,-0.5584097236428233,0.6866298665133163,9.440316303477516,0.12195120190462007,-0.4878048076184803,0.4878048076184803,-1.7016806243143041,-0.485426154314304,9.900620735685697,1.0975608171415807,8.841464143437237,3.4756101137183646,-0.664249386753488,0.595100733246512,9.587722513246511,0.12195120190462007,-0.4878048076184803,0.4878048076184803,31.30341148,32.88486481,2393578944.0,-1.69509482,-0.47884035,9.90720654,0.01915605,0.15431266,0.06066084,-0.65601128,0.60333884,9.59596062,0.00212845,-0.0085138,0.0085138,$ ; 31.30341148 ; 32.88486481 ; 2393578944 ; -1.69509482 ; -0.47884035 ; 9.90720654 ; 0.01915605 ; 0.15431266 ; 0.06066084 ; -0.65601128 ; 0.60333884 ; 9.59596062 ; 0.00212845 ; -0.00851380 ; 0.00851380 ; %
2393585043.0,31.44717979,32.98071289,-1.378578403492945,0.7055962542886376,10.016715752350526,1.9512198034317163,5.548780546096906,1.585365624760061,0.21978779499446333,0.4260723783100951,9.932687744848478,-0.30487829124044774,-0.6707318969543079,0.30487829124044774,-1.558178753444592,0.381124676555408,10.149467256555408,1.9512198034317163,5.548780546096906,1.585365624760061,0.111371841172528,0.33642679117252805,10.076039041172528,-0.30487829124044774,-0.6707318969543079,0.30487829124044774,31.44717979,32.98071289,2393585043.0,-1.55144274,0.38786069,10.15620327,0.03405521,0.09684449,0.02766985,0.11971009,0.34476504,10.08437729,-0.00532113,-0.01170648,0.00532113,$ ; 31.44717979 ; 32.98071289 ; 2393585043 ; -1.55144274 ; 0.38786069 ; 10.15620327 ; 0.03405521 ; 0.09684449 ; 0.02766985 ; 0.11971009 ; 0.34476504 ; 10.08437729 ; -0.00532113 ; -0.01170648 ; 0.00532113 ; %
2393591139.0,31.11172104,32.98071289,-1.0975304960138776,1.1218360564348868,9.902178842724167,0.4268294931450678,0.18292708933582766,1.890243916000509,1.2225160539432427,0.008975931234847861,9.846724680427243,-1.1585367045727883,-1.036585502668168,0.7317072114277204,-1.275312386142592,0.7980662338574079,10.039684573857407,0.4268294931450678,0.18292708933582766,1.890243916000509,1.1169365311725281,-0.084952698827472,9.980271061172527,-1.1585367045727883,-1.036585502668168,0.7317072114277204,31.11172104,32.98071289,2393591139.0,-1.26892686,0.80445176,10.0460701,0.00744958,0.00319268,0.03299098,1.12527478,-0.07661445,9.98860931,-0.02022028,-0.01809183,0.0127707,$ ; 31.11172104 ; 32.98071289 ; 2393591139 ; -1.26892686 ; 0.80445176 ; 10.04607010 ; 0.00744958 ; 0.00319268 ; 0.03299098 ; 1.12527478 ; -0.07661445 ; 9.98860931 ; -0.02022028 ; -0.01809183 ; 0.01277070 ; %
2393597236.0,31.44717979,33.02863312,0.5747761354659597,0.4618412433984106,9.660015971632328,-1.036585502668168,-4.634146245333358,-0.7926830988589281,0.8925886656539501,0.30952239845332646,9.80994023213655,-1.2804879064774084,0.24390240380924014,1.0975608171415807,0.40506666655540796,0.132127686555408,9.799914146555407,-1.036585502668168,-4.634146245333358,-0.7926830988589281,0.786486654116224,0.216666644116224,9.946702204116225,-1.2804879064774084,0.24390240380924014,1.0975608171415807,31.44717979,33.02863312,2393597236.0,0.41180268,0.1388637,9.80665016,-0.01809183,-0.08088111,-0.01383493,0.79487497,0.22505496,9.95509052,-0.02234873,0.0042569,0.01915605,$ ; 31.44717979 ; 33.02863312 ; 2393597236 ; 0.41180268 ; 0.13886370 ; 9.80665016 ; -0.01809183 ; -0.08088111 ; -0.01383493 ; 0.79487497 ; 0.22505496 ; 9.95509052 ; -0.02234873 ; 0.00425690 ; 0.01915605 ; %
2393603331.0,31.5909481,32.98071289,0.9340813280283624,-0.15744292198311186,9.791107505104776,-2.134146319809749,-7.743902753337862,-2.1951222072409564,-0.009675617369708699,-0.40679706135658555,9.447296690108281,-1.036585502668168,1.1585367045727883,0.18292708933582766,0.76404674742512,-0.49051497257487997,9.929050707425121,-2.134146319809749,-7.743902753337862,-2.1951222072409564,-0.113683128827472,-0.501543798827472,9.587622371172527,-1.036585502668168,1.1585367045727883,0.18292708933582766,31.5909481,32.98071289,2393603331.0,0.77093297,-0.48362875,9.93593693,-0.03724788,-0.1351566,-0.03831211,-0.10534488,-0.49320555,9.59596062,-0.01809183,0.02022028,0.00319268,$ ; 31.59094810 ; 32.98071289 ; 2393603331 ; 0.77093297 ; -0.48362875 ; 9.93593693 ; -0.03724788 ; -0.13515660 ; -0.03831211 ; -0.10534488 ; -0.49320555 ; 9.59596062 ; -0.01809183 ; 0.02022028 ; 0.00319268 ; %
2393609426.0,31.39925766,32.98071289,0.8182402157938606,-0.5782171189934755,9.725372404767041,-1.6463415121912683,-6.829268452574314,-2.865853531237469,-1.2793202316088812,-0.7377827026016167,9.699400757369274,-0.914634300763548,0.7926830988589281,-0.4878048076184803,0.649325335596832,-0.911694204403168,9.857425005596832,-1.6463415121912683,-6.829268452574314,-2.865853531237469,-1.3873983988274718,-0.8271552088274721,9.850984301172527,-0.914634300763548,0.7926830988589281,-0.4878048076184803,31.39925766,32.98071289,2393609426.0,0.65601128,-0.90500826,9.86411095,-0.02873408,-0.11919322,-0.05001858,-1.37906015,-0.81881696,9.85932255,-0.01596338,0.01383493,-0.0085138,$ ; 31.39925766 ; 32.98071289 ; 2393609426 ; 0.65601128 ; -0.90500826 ; 9.86411095 ; -0.02873408 ; -0.11919322 ; -0.05001858 ; -1.37906015 ; -0.81881696 ; 9.85932255 ; -0.01596338 ; 0.01383493 ; -0.00851380 ; %
2393615519.0,31.25548935,33.02863312,0.5718858626338694,-0.9569771181975039,9.551347749449798,-0.6097560095231004,-1.1585367045727883,-0.5487806950496878,-1.2378423308703888,-0.41070331202192795,9.489510014457831,-0.4268294931450678,0.8536584133323405,-0.6097560095231004,0.40526694472712,-1.28982779527288,9.67561605472712,-0.6097560095231004,-1.1585367045727883,-0.5487806950496878,-1.3443528758837762,-0.501593865883776,9.640244684116224,-0.4268294931450678,0.8536584133323405,-0.6097560095231004,31.25548935,33.02863312,2393615519.0,0.41180268,-1.28329206,9.68215179,-0.01064225,-0.02022028,-0.00957803,-1.33596456,-0.49320555,9.648633,-0.00744958,0.01489915,-0.01064225,$ ; 31.25548935 ; 33.02863312 ; 2393615519 ; 0.41180268 ; -1.28329206 ; 9.68215179 ; -0.01064225 ; -0.02022028 ; -0.00957803 ; -1.33596456 ; -0.49320555 ; 9.64863300 ; -0.00744958 ; 0.01489915 ; -0.01064225 ; %
