Time[us],Temp1[C],Temp2[C],acc1x[m/s2],acc1y,acc1z,gyr1x[dps],gyr1y,gyr1z,acc2x,acc2y,acc2z,gyr2x,gyr2y,gyr2z,encoder,correct_encoder,unc_acc1x,unc_acc1y,unc_acc1z,unc_gyr1x,unc_gyr1y,unc_gyr1z,unc_acc2x,unc_acc2y,unc_acc2z,unc_gyr2x,unc_gyr2y,unc_gyr2z
1002066007.0,26.99035645,26.0318985,0.08354895105636272,-0.050407705491572745,9.767762195083934,-0.30487829124044774,0.3658536057138602,0.12195120190462007,-0.018553808647197835,-0.015203415155183123,9.762881974721545,-0.7926830988589281,0.5487806950496878,0.24390240380924014,2.33485222,0.0,-0.08827078441896001,-0.38036338441896006,9.90033861558104,-0.30487829124044774,0.3658536057138602,0.12195120190462007,-0.1255766175528,-0.1064230075528,9.9061284124472,-0.7926830988589281,0.5487806950496878,0.24390240380924014,26.99035645,26.0318985,1002066007.0,-0.08619126,-0.37828386,9.90241814,-0.00532113,0.00638535,0.00212845,-0.12449849,-0.10534488,9.90720654,-0.01383493,0.00957803,0.0042569,2.33485222,$ ; 26.99035645 ; 26.03189850 ; 1002066007 ; -0.08619126 ; -0.37828386 ; 9.90241814 ; -0.00532113 ; 0.00638535 ; 0.00212845 ; -0.12449849 ; -0.10534488 ; 9.90720654 ; -0.01383493 ; 0.00957803 ; 0.00425690 ; 2.33485222 ; %
1002078671.0,26.65489578,25.98397636,0.12281127555951618,-0.021057179735828047,9.814822259490315,-0.4878048076184803,0.6097560095231004,0.12195120190462007,0.0010227859257113032,0.03709971719383697,9.805804589682628,-1.1585367045727883,0.4268294931450678,0.0,2.33485222,0.0,-0.049613065110944,-0.351282475110944,9.948573084889055,-0.4878048076184803,0.6097560095231004,0.12195120190462007,-0.106372938500928,-0.053700498500928,9.949274061499072,-1.1585367045727883,0.4268294931450678,0.0,26.65489578,25.98397636,1002078671.0,-0.04788403,-0.34955344,9.95030212,-0.0085138,0.01064225,0.00212845,-0.10534488,-0.05267244,9.95030212,-0.02022028,0.00744958,0.0,2.33485222,$ ; 26.65489578 ; 25.98397636 ; 1002078671 ; -0.04788403 ; -0.34955344 ; 9.95030212 ; -0.00851380 ; 0.01064225 ; 0.00212845 ; -0.10534488 ; -0.05267244 ; 9.95030212 ; -0.02022028 ; 0.00744958 ; 0.00000000 ; 2.33485222 ; %
1002085002.0,26.51112747,25.6485157,0.12703720782953737,-0.05931992923272706,9.768034660533475,-0.3658536057138602,0.6097560095231004,0.18292708933582766,-0.02775110603664573,-0.01478900350223108,9.758444091780259,-0.914634300763548,0.4878048076184803,0.12195120190462007,2.33485222,0.0,-0.044674455980656,-0.389439515980656,9.900839314019343,-0.3658536057138602,0.6097560095231004,0.18292708933582766,-0.13475286920336002,-0.10602244920336,9.90174057079664,-0.914634300763548,0.4878048076184803,0.12195120190462007,26.51112747,25.6485157,1002085002.0,-0.04309563,-0.38786069,9.90241814,-0.00638535,0.01064225,0.00319268,-0.1340753,-0.10534488,9.90241814,-0.01596338,0.0085138,0.00212845,2.33485222,$ ; 26.51112747 ; 25.64851570 ; 1002085002 ; -0.04309563 ; -0.38786069 ; 9.90241814 ; -0.00638535 ; 0.01064225 ; 0.00319268 ; -0.13407530 ; -0.10534488 ; 9.90241814 ; -0.01596338 ; 0.00851380 ; 0.00212845 ; 2.33485222 ; %
1002091334.0,26.79866409,25.98397636,0.14148585567921032,-0.0355639558327517,9.795770487324114,-0.30487829124044774,0.5487806950496878,0.4268294931450678,-0.022947419906765538,0.05146344394954412,9.796054935254663,-0.8536584133323405,0.4268294931450678,0.0609758874312076,2.33485222,0.0,-0.030609664241232,-0.365797904241232,9.92926928575877,-0.30487829124044774,0.5487806950496878,0.4268294931450678,-0.130314948500928,-0.039335288500927997,9.939697271499071,-0.8536584133323405,0.4268294931450678,0.0609758874312076,26.79866409,25.98397636,1002091334.0,-0.02873042,-0.36391866,9.93114853,-0.00532113,0.00957803,0.00744958,-0.12928689,-0.03830723,9.94072533,-0.01489915,0.00744958,0.00106423,2.33485222,$ ; 26.79866409 ; 25.98397636 ; 1002091334 ; -0.02873042 ; -0.36391866 ; 9.93114853 ; -0.00532113 ; 0.00957803 ; 0.00744958 ; -0.12928689 ; -0.03830723 ; 9.94072533 ; -0.01489915 ; 0.00744958 ; 0.00106423 ; 2.33485222 ; %
1002116659.0,26.79866409,25.93605232,0.12738762631451755,-0.002111581299524552,9.809725149378385,-0.4268294931450678,0.6707318969543079,0.30487829124044774,-0.008836171816643413,0.004002792090967521,9.767775721946476,-0.7926830988589281,0.24390240380924014,0.4268294931450678,2.33476639,-8.583000000017549e-05,-0.044974874241232005,-0.332279084241232,9.94363448575877,-0.4268294931450678,0.6707318969543079,0.30487829124044774,-0.115899667463936,-0.087169247463936,9.911016942536065,-0.7926830988589281,0.24390240380924014,0.4268294931450678,26.79866409,25.93605232,1002116659.0,-0.04309563,-0.33039984,9.94551373,-0.00744958,0.01170648,0.00532113,-0.11492168,-0.08619126,9.91199493,-0.01383493,0.0042569,0.00744958,2.33476639,$ ; 26.79866409 ; 25.93605232 ; 1002116659 ; -0.04309563 ; -0.33039984 ; 9.94551373 ; -0.00744958 ; 0.01170648 ; 0.00532113 ; -0.11492168 ; -0.08619126 ; 9.91199493 ; -0.01383493 ; 0.00425690 ; 0.00744958 ; 2.33476639 ; %
1002135654.0,26.27151299,25.98397636,0.05571562248665481,-0.04972148025319448,9.773424091179187,-0.4268294931450678,0.4878048076184803,0.0609758874312076,-0.008645960140662786,0.0036932938004792543,9.796284711330976,-0.5487806950496878,0.4268294931450678,0.0609758874312076,2.33485222,0.0,-0.11625015677195201,-0.379612336771952,9.905878063228048,-0.4268294931450678,0.4878048076184803,0.0609758874312076,-0.11594973850092799,-0.087219318500928,9.939697271499071,-0.5487806950496878,0.4268294931450678,0.0609758874312076,26.27151299,25.98397636,1002135654.0,-0.11492168,-0.37828386,9.90720654,-0.00744958,0.0085138,0.00106423,-0.11492168,-0.08619126,9.94072533,-0.00957803,0.00744958,0.00106423,2.33485222,$ ; 26.27151299 ; 25.98397636 ; 1002135654 ; -0.11492168 ; -0.37828386 ; 9.90720654 ; -0.00744958 ; 0.00851380 ; 0.00106423 ; -0.11492168 ; -0.08619126 ; 9.94072533 ; -0.00957803 ; 0.00744958 ; 0.00106423 ; 2.33485222 ; %
1002148318.0,26.84658623,26.12774467,0.20322482632748906,-0.07848916203397135,9.776791863836412,-0.4878048076184803,0.4878048076184803,0.24390240380924014,0.05355257564490493,-0.039573221831918685,9.825304941057817,-0.7926830988589281,0.6097560095231004,0.30487829124044774,2.33468056,-0.00017166000000035098,0.031589506706895996,-0.40894359329310404,9.910065616706897,-0.4878048076184803,0.4878048076184803,0.24390240380924014,-0.053850707631215994,-0.130465157631216,9.968277452368783,-0.7926830988589281,0.6097560095231004,0.30487829124044774,26.84658623,26.12774467,1002148318.0,0.03351882,-0.40701428,9.91199493,-0.0085138,0.0085138,0.0042569,-0.05267244,-0.12928689,9.96945572,-0.01383493,0.01064225,0.00532113,2.33468056,$ ; 26.84658623 ; 26.12774467 ; 1002148318 ; 0.03351882 ; -0.40701428 ; 9.91199493 ; -0.00851380 ; 0.00851380 ; 0.00425690 ; -0.05267244 ; -0.12928689 ; 9.96945572 ; -0.01383493 ; 0.01064225 ; 0.00532113 ; 2.33468056 ; %
1002160981.0,26.79866409,25.93605232,0.09326145860430778,-0.02631875510945071,9.76292359059261,-0.24390240380924014,0.4268294931450678,0.30487829124044774,0.039160231097036,-0.005644113699370064,9.791990118439434,-0.4268294931450678,0.4268294931450678,0.24390240380924014,2.33476639,-8.583000000017549e-05,-0.078493694241232,-0.356221104241232,9.895750495758769,-0.24390240380924014,0.4268294931450678,0.30487829124044774,-0.068015637463936,-0.096746047463936,9.934958942536065,-0.4268294931450678,0.4268294931450678,0.24390240380924014,26.79866409,25.93605232,1002160981.0,-0.07661445,-0.35434186,9.89762974,-0.0042569,0.00744958,0.00532113,-0.06703765,-0.09576806,9.93593693,-0.00744958,0.00744958,0.0042569,2.33476639,$ ; 26.79866409 ; 25.93605232 ; 1002160981 ; -0.07661445 ; -0.35434186 ; 9.89762974 ; -0.00425690 ; 0.00744958 ; 0.00532113 ; -0.06703765 ; -0.09576806 ; 9.93593693 ; -0.00744958 ; 0.00744958 ; 0.00425690 ; 2.33476639 ; %
1002173645.0,26.55904961,25.98397636,0.08516522427256143,-0.020922549825316803,9.848287744052469,-0.12195120190462007,0.6097560095231004,0.18292708933582766,0.0007948938520594848,-0.04400341224999861,9.78695552259431,-0.7926830988589281,0.3658536057138602,0.18292708933582766,2.33485222,0.0,-0.087820155032528,-0.351182335032528,9.982192024967471,-0.12195120190462007,0.6097560095231004,0.18292708933582766,-0.106372938500928,-0.13510335850092803,9.930120471499071,-0.7926830988589281,0.3658536057138602,0.18292708933582766,26.55904961,25.98397636,1002173645.0,-0.08619126,-0.34955344,9.98382092,-0.00212845,0.01064225,0.00319268,-0.10534488,-0.1340753,9.93114853,-0.01383493,0.00638535,0.00319268,2.33485222,$ ; 26.55904961 ; 25.98397636 ; 1002173645 ; -0.08619126 ; -0.34955344 ; 9.98382092 ; -0.00212845 ; 0.01064225 ; 0.00319268 ; -0.10534488 ; -0.13407530 ; 9.93114853 ; -0.01383493 ; 0.00638535 ; 0.00319268 ; 2.33485222 ; %
1002186308.0,26.89451027,25.98397636,0.12242457342453422,-0.021353151641669912,9.805123782295608,-0.4878048076184803,0.6097560095231004,0.4268294931450678,0.019590705800787447,0.04732050088490279,9.73930154449173,-1.036585502668168,0.6097560095231004,-0.12195120190462007,2.33485222,0.0,-0.04986341433009601,-0.35153282433009597,9.938745945669902,-0.4878048076184803,0.6097560095231004,0.4268294931450678,-0.087219318500928,-0.044123688500928,9.882236481499072,-1.036585502668168,0.6097560095231004,-0.12195120190462007,26.89451027,25.98397636,1002186308.0,-0.04788403,-0.34955344,9.94072533,-0.0085138,0.01064225,0.00744958,-0.08619126,-0.04309563,9.88326454,-0.01809183,0.01064225,-0.00212845,2.33485222,$ ; 26.89451027 ; 25.98397636 ; 1002186308 ; -0.04788403 ; -0.34955344 ; 9.94072533 ; -0.00851380 ; 0.01064225 ; 0.00744958 ; -0.08619126 ; -0.04309563 ; 9.88326454 ; -0.01809183 ; 0.01064225 ; -0.00212845 ; 2.33485222 ; %
