Time[us],Temp1[C],Temp2[C],acc1x[m/s2],acc1y,acc1z,gyr1x[dps],gyr1y,gyr1z,acc2x,acc2y,acc2z,gyr2x,gyr2y,gyr2z,encoder,corrected encoder,unc_acc1x,unc_acc1y,unc_acc1z,unc_gyr1x,unc_gyr1y,unc_gyr1z,unc_acc2x,unc_acc2y,unc_acc2z,unc_gyr2x,unc_gyr2y,unc_gyr2z,raw_float[0],raw_float[1],raw_float[2],raw_float[3],raw_float[4],raw_float[5],raw_float[6],raw_float[7],raw_float[8],raw_float[9],raw_float[10],raw_float[11],raw_float[12],raw_float[13],raw_float[14],raw_float[15],raw_teensy_string
14703041137.0,26.0318985,25.6485157,-4.507709846104783,-0.12180942500999534,8.657919508656594,-0.0609758874312076,0.24390240380924014,0.24390240380924014,0.034381494821335915,0.018892019508861352,9.754116528212032,-0.7317072114277204,0.4268294931450678,0.30487829124044774,-25.918293,-28.176584239999997,-4.6745600675528,-0.4320344275528,8.7425465624472,-0.0609758874312076,0.24390240380924014,0.24390240380924014,-0.07250361920336,-0.07250361920336,9.89695217079664,-0.7317072114277204,0.4268294931450678,0.30487829124044774,26.0318985,25.6485157,14703041137.0,-4.67348194,-0.4309563,8.74362469,-0.00106423,0.0042569,0.0042569,-0.07182605,-0.07182605,9.89762974,-0.0127707,0.00744958,0.00532113,-25.918293,$ ; 26.03189850 ; 25.64851570 ; 14703041137 ; -4.67348194 ; -0.43095630 ; 8.74362469 ; -0.00106423 ; 0.00425690 ; 0.00425690 ; -0.07182605 ; -0.07182605 ; 9.89762974 ; -0.01277070 ; 0.00744958 ; 0.00532113 ; -25.91829300 ; %
14703055435.0,26.0318985,25.50474739,-4.488223577730096,-0.07387897899308862,8.680948119560556,-0.18292708933582766,0.4878048076184803,0.24390240380924014,-0.05108511681043569,0.051837991992384376,9.801079749248897,-0.914634300763548,0.4268294931450678,0.4268294931450678,-25.91657639,-28.17486763,-4.6554059975528,-0.3841503875528,8.7664885524472,-0.18292708933582766,0.4878048076184803,0.24390240380924014,-0.158544670073072,-0.038834590073071995,9.944986369926928,-0.914634300763548,0.4268294931450678,0.4268294931450678,26.0318985,25.50474739,14703055435.0,-4.65432787,-0.38307226,8.76756668,-0.00319268,0.0085138,0.0042569,-0.15801731,-0.03830723,9.94551373,-0.01596338,0.00744958,0.00744958,-25.91657639,$ ; 26.03189850 ; 25.50474739 ; 14703055435 ; -4.65432787 ; -0.38307226 ; 8.76756668 ; -0.00319268 ; 0.00851380 ; 0.00425690 ; -0.15801731 ; -0.03830723 ; 9.94551373 ; -0.01596338 ; 0.00744958 ; 0.00744958 ; -25.91657639 ; %
14703071733.0,25.93605232,25.21721077,-4.583666181519187,-0.08363306424931567,8.681824513006745,0.12195120190462007,0.4268294931450678,0.12195120190462007,-0.055245910695348684,0.04699551414980823,9.839430782681777,-0.8536584133323405,0.7926830988589281,0.12195120190462007,-25.91520309,-28.173494329999997,-4.751074307463936,-0.39362706746393594,8.766588692536065,0.12195120190462007,0.4268294931450678,0.12195120190462007,-0.16303266181249598,-0.043322571812496,9.983593978187503,-0.8536584133323405,0.7926830988589281,0.12195120190462007,25.93605232,25.21721077,14703071733.0,-4.75009632,-0.39264908,8.76756668,0.00212845,0.00744958,0.00212845,-0.16280572,-0.04309563,9.98382092,-0.01489915,0.01383493,0.00212845,-25.91520309,$ ; 25.93605232 ; 25.21721077 ; 14703071733 ; -4.75009632 ; -0.39264908 ; 8.76756668 ; 0.00212845 ; 0.00744958 ; 0.00212845 ; -0.16280572 ; -0.04309563 ; 9.98382092 ; -0.01489915 ; 0.01383493 ; 0.00212845 ; -25.91520309 ; %
14703106231.0,26.27151299,25.6485157,-4.541051367378588,-0.03611217146016154,8.675975204571154,0.0,0.4878048076184803,0.18292708933582766,0.020253242340861503,-0.014873993525846226,9.782636090984514,-0.914634300763548,0.7317072114277204,-0.12195120190462007,-25.91417313,-28.17246437,-4.7083292067719515,-0.346093516771952,8.761449803228047,0.0,0.4878048076184803,0.18292708933582766,-0.08686882920336,-0.10602244920336,9.925682560796641,-0.914634300763548,0.7317072114277204,-0.12195120190462007,26.27151299,25.6485157,14703106231.0,-4.70700073,-0.34476504,8.76277828,0.0,0.0085138,0.00319268,-0.08619126,-0.10534488,9.92636013,-0.01596338,0.0127707,-0.00212845,-25.91417313,$ ; 26.27151299 ; 25.64851570 ; 14703106231 ; -4.70700073 ; -0.34476504 ; 8.76277828 ; 0.00000000 ; 0.00851380 ; 0.00319268 ; -0.08619126 ; -0.10534488 ; 9.92636013 ; -0.01596338 ; 0.01277070 ; -0.00212845 ; -25.91417313 ; %
14703122527.0,25.93605232,25.31305504,-4.517021963407925,-0.04530244545494949,8.662055482823066,-0.0609758874312076,0.6097560095231004,0.18292708933582766,-0.007939703621829781,0.004388769134810249,9.796985620896521,-0.6707318969543079,0.7926830988589281,-0.0609758874312076,-25.91391563,-28.172206870000004,-4.684036727463936,-0.35531984746393597,8.747435102536064,-0.0609758874312076,0.6097560095231004,0.18292708933582766,-0.11524875990579199,-0.086518339905792,9.940398250094209,-0.6707318969543079,0.7926830988589281,-0.0609758874312076,25.93605232,25.31305504,14703122527.0,-4.68305874,-0.35434186,8.74841309,-0.00106423,0.01064225,0.00319268,-0.11492168,-0.08619126,9.94072533,-0.01170648,0.01383493,-0.00106423,-25.91391563,$ ; 25.93605232 ; 25.31305504 ; 14703122527 ; -4.68305874 ; -0.35434186 ; 8.74841309 ; -0.00106423 ; 0.01064225 ; 0.00319268 ; -0.11492168 ; -0.08619126 ; 9.94072533 ; -0.01170648 ; 0.01383493 ; -0.00106423 ; -25.91391563 ; %
14703137024.0,26.0318985,25.60059357,-4.602497629118408,-0.10754086371504441,8.710467657482146,-0.0609758874312076,0.4268294931450678,0.3658536057138602,0.0010697706208090355,-0.005185082523292373,9.768227121345763,-0.914634300763548,0.3658536057138602,0.4268294931450678,-25.91400146,-28.1722927,-4.7703280475528,-0.4176692375528,8.7952189424472,-0.0609758874312076,0.4268294931450678,0.3658536057138602,-0.105972380161936,-0.096395560161936,9.911367429838064,-0.914634300763548,0.3658536057138602,0.4268294931450678,26.0318985,25.60059357,14703137024.0,-4.76924992,-0.41659111,8.79629707,-0.00106423,0.00744958,0.00638535,-0.10534488,-0.09576806,9.91199493,-0.01596338,0.00638535,0.00744958,-25.91400146,$ ; 26.03189850 ; 25.60059357 ; 14703137024 ; -4.76924992 ; -0.41659111 ; 8.79629707 ; -0.00106423 ; 0.00744958 ; 0.00638535 ; -0.10534488 ; -0.09576806 ; 9.91199493 ; -0.01596338 ; 0.00638535 ; 0.00744958 ; -25.91400146 ; %
14703153321.0,25.98397636,25.45682526,-4.516482236404609,-0.05470511193156842,8.704651629204376,-0.0609758874312076,0.4878048076184803,0.0,-0.008468338475501162,0.03335853803607788,9.74916984634751,-1.3414632209508206,0.3658536057138602,0.0609758874312076,-25.91451645,-28.17280769,-4.684086798500927,-0.364946718500928,8.790480611499072,-0.0609758874312076,0.4878048076184803,0.0,-0.11539897103164799,-0.057938131031647994,9.892364048968352,-1.3414632209508206,0.3658536057138602,0.0609758874312076,25.98397636,25.45682526,14703153321.0,-4.68305874,-0.36391866,8.79150867,-0.00106423,0.0085138,0.0,-0.11492168,-0.05746084,9.89284134,-0.02341295,0.00638535,0.00106423,-25.91451645,$ ; 25.98397636 ; 25.45682526 ; 14703153321 ; -4.68305874 ; -0.36391866 ; 8.79150867 ; -0.00106423 ; 0.00851380 ; 0.00000000 ; -0.11492168 ; -0.05746084 ; 9.89284134 ; -0.02341295 ; 0.00638535 ; 0.00106423 ; -25.91451645 ; %
14703167620.0,26.12774467,25.60059357,-4.517167277050928,-0.05503340179761516,8.66668360440074,0.0609758874312076,0.914634300763548,0.18292708933582766,0.03010070985895548,0.028014131294578744,9.806463173797237,-0.9756096152369605,0.5487806950496878,0.30487829124044774,-25.91511726,-28.1734085,-4.684237007631216,-0.365096927631216,8.752023212368783,0.0609758874312076,0.914634300763548,0.18292708933582766,-0.077241950161936,-0.06287674016193599,9.949674619838063,-0.9756096152369605,0.5487806950496878,0.30487829124044774,26.12774467,25.60059357,14703167620.0,-4.68305874,-0.36391866,8.75320148,0.00106423,0.01596338,0.00319268,-0.07661445,-0.06224924,9.95030212,-0.0170276,0.00957803,0.00532113,-25.91511726,$ ; 26.12774467 ; 25.60059357 ; 14703167620 ; -4.68305874 ; -0.36391866 ; 8.75320148 ; 0.00106423 ; 0.01596338 ; 0.00319268 ; -0.07661445 ; -0.06224924 ; 9.95030212 ; -0.01702760 ; 0.00957803 ; 0.00532113 ; -25.91511726 ; %
14703204116.0,25.98397636,25.45682526,-4.545983225097379,-0.09804506767011004,8.648549639498603,0.18292708933582766,0.5487806950496878,0.3658536057138602,-0.008255453343263962,-0.0003680169502172508,9.777807247974291,-1.036585502668168,0.6707318969543079,0.24390240380924014,-25.91588974,-28.174180980000003,-4.712817188500927,-0.408042338500928,8.733019831499071,0.18292708933582766,0.5487806950496878,0.3658536057138602,-0.11539897103164799,-0.091456961031648,9.921094438968352,-1.036585502668168,0.6707318969543079,0.24390240380924014,25.98397636,25.45682526,14703204116.0,-4.71178913,-0.40701428,8.73404789,0.00319268,0.00957803,0.00638535,-0.11492168,-0.09097967,9.92157173,-0.01809183,0.01170648,0.0042569,-25.91588974,$ ; 25.98397636 ; 25.45682526 ; 14703204116 ; -4.71178913 ; -0.40701428 ; 8.73404789 ; 0.00319268 ; 0.00957803 ; 0.00638535 ; -0.11492168 ; -0.09097967 ; 9.92157173 ; -0.01809183 ; 0.01170648 ; 0.00425690 ; -25.91588974 ; %
14703220414.0,26.12774467,25.60059357,-4.551063589996205,-0.11735915920701272,8.6391719046516,0.0609758874312076,0.914634300763548,0.5487806950496878,-0.008258689094792805,0.03281977773320749,9.791858225304908,-0.6707318969543079,0.5487806950496878,0.30487829124044774,-25.91657639,-28.17486763,-4.7177557976312166,-0.42734617763121596,8.723292822368784,0.0609758874312076,0.914634300763548,0.5487806950496878,-0.115549180161936,-0.058088340161936,9.935309429838064,-0.6707318969543079,0.5487806950496878,0.30487829124044774,26.12774467,25.60059357,14703220414.0,-4.71657753,-0.42616791,8.72447109,0.00106423,0.01596338,0.00957803,-0.11492168,-0.05746084,9.93593693,-0.01170648,0.00957803,0.00532113,-25.91657639,$ ; 26.12774467 ; 25.60059357 ; 14703220414 ; -4.71657753 ; -0.42616791 ; 8.72447109 ; 0.00106423 ; 0.01596338 ; 0.00957803 ; -0.11492168 ; -0.05746084 ; 9.93593693 ; -0.01170648 ; 0.00957803 ; 0.00532113 ; -25.91657639 ; %
