Time[us],Temp1[C],Temp2[C],acc1x[m/s2],acc1y,acc1z,gyr1x[dps],gyr1y,gyr1z,acc2x,acc2y,acc2z,gyr2x,gyr2y,gyr2z,unc_acc1x,unc_acc1y,unc_acc1z,unc_gyr1x,unc_gyr1y,unc_gyr1z,unc_acc2x,unc_acc2y,unc_acc2z,unc_gyr2x,unc_gyr2y,unc_gyr2z,raw_float[0],raw_float[1],raw_float[2],raw_float[3],raw_float[4],raw_float[5],raw_float[6],raw_float[7],raw_float[8],raw_float[9],raw_float[10],raw_float[11],raw_float[12],raw_float[13],raw_float[14],raw_teensy_string
944542843.0,31.5909481,33.31616974,0.1543173017600933,0.021129362839469958,9.700331948454355,-0.18292708933582766,0.4878048076184803,0.24390240380924014,-0.1312379853825509,0.015074151249781835,9.768597934034824,-0.6707318969543079,0.5487806950496878,-0.0609758874312076,-0.016463032574879997,-0.30855564257488,9.833282727425122,-0.18292708933582766,0.4878048076184803,0.24390240380924014,-0.238532094144352,-0.075726384144352,9.912882995855648,-0.6707318969543079,0.5487806950496878,-0.0609758874312076,31.5909481,33.31616974,944542843.0,-0.00957681,-0.30166942,9.84016895,-0.00319268,0.0085138,0.0042569,-0.22984336,-0.06703765,9.92157173,-0.01170648,0.00957803,-0.00106423,$ ; 31.59094810 ; 33.31616974 ; 944542843 ; -0.00957681 ; -0.30166942 ; 9.84016895 ; -0.00319268 ; 0.00851380 ; 0.00425690 ; -0.22984336 ; -0.06703765 ; 9.92157173 ; -0.01170648 ; 0.00957803 ; -0.00106423 ; %
944548943.0,31.73471642,33.41201782,0.16437324403171277,0.07851899033922188,9.742099731782266,0.0609758874312076,0.4268294931450678,0.30487829124044774,-0.0034988514816663204,-0.11254353869320059,9.636585029503157,-0.6097560095231004,0.3658536057138602,0.12195120190462007,-0.007036431715616002,-0.25124500171561603,9.876228108284383,0.0609758874312076,0.4268294931450678,0.30487829124044774,-0.109345346218336,-0.205113416218336,9.778707693781664,-0.6097560095231004,0.3658536057138602,0.12195120190462007,31.73471642,33.41201782,944548943.0,0.0,-0.24420857,9.88326454,0.00106423,0.00744958,0.00532113,-0.10055647,-0.19632454,9.78749657,-0.01064225,0.00638535,0.00212845,$ ; 31.73471642 ; 33.41201782 ; 944548943 ; 0.00000000 ; -0.24420857 ; 9.88326454 ; 0.00106423 ; 0.00744958 ; 0.00532113 ; -0.10055647 ; -0.19632454 ; 9.78749657 ; -0.01064225 ; 0.00638535 ; 0.00212845 ; %
944555043.0,31.78264046,33.31616974,0.17740350110420472,-0.11287666164285017,9.668197496028036,-0.4268294931450678,0.6097560095231004,0.18292708933582766,-0.02221533468534726,-0.03626123871591177,9.664907989178902,-0.7317072114277204,0.4878048076184803,0.0,0.007278707247391998,-0.442831202752608,9.799563657247392,-0.4268294931450678,0.6097560095231004,0.18292708933582766,-0.12839882414435203,-0.12839882414435203,9.807538225855648,-0.7317072114277204,0.4878048076184803,0.0,31.78264046,33.31616974,944555043.0,0.01436521,-0.4357447,9.80665016,-0.00744958,0.01064225,0.00319268,-0.11971009,-0.11971009,9.81622696,-0.0127707,0.0085138,0.0,$ ; 31.78264046 ; 33.31616974 ; 944555043 ; 0.01436521 ; -0.43574470 ; 9.80665016 ; -0.00744958 ; 0.01064225 ; 0.00319268 ; -0.11971009 ; -0.11971009 ; 9.81622696 ; -0.01277070 ; 0.00851380 ; 0.00000000 ; %
944561142.0,31.63887215,33.17240143,0.1351713577066511,-0.036270236609289054,9.705716133378042,0.18292708933582766,0.4878048076184803,0.18292708933582766,-0.11633250486232741,0.02917248879009246,9.816430801935946,-0.6707318969543079,0.18292708933582766,0.24390240380924014,-0.035666713622320004,-0.36606655362231993,9.83802105637768,0.18292708933582766,0.4878048076184803,0.18292708933582766,-0.22401667501406403,-0.061210965014064,9.960917194985935,-0.6707318969543079,0.18292708933582766,0.24390240380924014,31.63887215,33.17240143,944561142.0,-0.02873042,-0.35913026,9.84495735,0.00319268,0.0085138,0.00319268,-0.21547815,-0.05267244,9.96945572,-0.01170648,0.00319268,0.0042569,$ ; 31.63887215 ; 33.17240143 ; 944561142 ; -0.02873042 ; -0.35913026 ; 9.84495735 ; 0.00319268 ; 0.00851380 ; 0.00319268 ; -0.21547815 ; -0.05267244 ; 9.96945572 ; -0.01170648 ; 0.00319268 ; 0.00425690 ; %
944567241.0,31.73471642,33.1244812,0.14175330856814033,0.007247956792342858,9.837536655671231,0.0,0.4878048076184803,-0.0609758874312076,0.15075223690108075,-0.28993264703834776,9.771832086257271,-0.4878048076184803,0.5487806950496878,0.0609758874312076,-0.030978451715616005,-0.32307105171561595,9.971996088284383,0.0,0.4878048076184803,-0.0609758874312076,0.04418398204224001,-0.38198391795776004,9.91308327204224,-0.4878048076184803,0.5487806950496878,0.0609758874312076,31.73471642,33.1244812,944567241.0,-0.02394202,-0.31603462,9.97903252,0.0,0.0085138,-0.00106423,0.05267244,-0.37349546,9.92157173,-0.0085138,0.00957803,0.00106423,$ ; 31.73471642 ; 33.12448120 ; 944567241 ; -0.02394202 ; -0.31603462 ; 9.97903252 ; 0.00000000 ; 0.00851380 ; -0.00106423 ; 0.05267244 ; -0.37349546 ; 9.92157173 ; -0.00851380 ; 0.00957803 ; 0.00106423 ; %
944573341.0,31.78264046,33.31616974,0.18252212903203058,0.03525800210090246,9.680879099902329,-0.18292708933582766,0.4878048076184803,0.3658536057138602,-0.06975552126188618,0.08773901428210529,9.683263516606726,-0.6707318969543079,0.4268294931450678,-0.0609758874312076,0.012067107247392,-0.29439069275260804,9.813928857247392,-0.18292708933582766,0.4878048076184803,0.3658536057138602,-0.17628285414435202,-0.003900334144352,9.826691815855648,-0.6707318969543079,0.4268294931450678,-0.0609758874312076,31.78264046,33.31616974,944573341.0,0.01915361,-0.28730419,9.82101536,-0.00319268,0.0085138,0.00638535,-0.16759412,0.0047884,9.83538055,-0.01170648,0.00744958,-0.00106423,$ ; 31.78264046 ; 33.31616974 ; 944573341 ; 0.01915361 ; -0.28730419 ; 9.82101536 ; -0.00319268 ; 0.00851380 ; 0.00638535 ; -0.16759412 ; 0.00478840 ; 9.83538055 ; -0.01170648 ; 0.00744958 ; -0.00106423 ; %
944579443.0,31.78264046,33.31616974,0.1642587581251324,-0.12685090113407996,9.753542319619175,0.0609758874312076,0.6707318969543079,0.12195120190462007,-0.3582000699543616,0.3132183857357149,10.0325584227335,-0.7317072114277204,0.18292708933582766,0.12195120190462007,-0.007086502752608001,-0.457196432752608,9.885754837247392,0.0609758874312076,0.6707318969543079,0.12195120190462007,-0.468375464144352,0.225943025855648,10.181033325855648,-0.7317072114277204,0.18292708933582766,0.12195120190462007,31.78264046,33.31616974,944579443.0,0.0,-0.45010993,9.89284134,0.00106423,0.01170648,0.00212845,-0.45968673,0.23463176,10.18972206,-0.0127707,0.00319268,0.00212845,$ ; 31.78264046 ; 33.31616974 ; 944579443 ; 0.00000000 ; -0.45010993 ; 9.89284134 ; 0.00106423 ; 0.01170648 ; 0.00212845 ; -0.45968673 ; 0.23463176 ; 10.18972206 ; -0.01277070 ; 0.00319268 ; 0.00212845 ; %
944585542.0,31.63887215,33.22032547,0.1516051725030627,0.21274277259832794,9.835529765369433,-0.5487806950496878,0.18292708933582766,0.5487806950496878,-0.016580846527013436,-0.38628477283549967,9.789620416135435,-0.6707318969543079,0.3658536057138602,0.0,-0.02130150362232,-0.11706957362232001,9.972096226377682,-0.5487806950496878,0.18292708933582766,0.5487806950496878,-0.123510276051056,-0.477852116051056,9.932136733948942,-0.6707318969543079,0.3658536057138602,0.0,31.63887215,33.22032547,944585542.0,-0.01436521,-0.11013328,9.97903252,-0.00957803,0.00319268,0.00957803,-0.11492168,-0.46926352,9.94072533,-0.01170648,0.00638535,0.0,$ ; 31.63887215 ; 33.22032547 ; 944585542 ; -0.01436521 ; -0.11013328 ; 9.97903252 ; -0.00957803 ; 0.00319268 ; 0.00957803 ; -0.11492168 ; -0.46926352 ; 9.94072533 ; -0.01170648 ; 0.00638535 ; 0.00000000 ; %
944597739.0,31.78264046,33.41201782,0.2456671229176451,0.016705873786229387,9.756268055676584,-0.30487829124044774,0.4878048076184803,0.24390240380924014,0.011574007952796575,0.1403239198530249,9.69798753471418,-0.4878048076184803,0.4268294931450678,-0.24390240380924014,0.074316357247392,-0.313544322752608,9.89054323724739,-0.30487829124044774,0.4878048076184803,0.24390240380924014,-0.09498013621833601,0.048671963781663996,9.840956873781664,-0.4878048076184803,0.4268294931450678,-0.24390240380924014,31.78264046,33.41201782,944597739.0,0.08140286,-0.30645782,9.89762974,-0.00532113,0.0085138,0.0042569,-0.08619126,0.05746084,9.84974575,-0.0085138,0.00744958,-0.0042569,$ ; 31.78264046 ; 33.41201782 ; 944597739 ; 0.08140286 ; -0.30645782 ; 9.89762974 ; -0.00532113 ; 0.00851380 ; 0.00425690 ; -0.08619126 ; 0.05746084 ; 9.84974575 ; -0.00851380 ; 0.00744958 ; -0.00425690 ; %
944603838.0,31.78264046,33.31616974,0.20347818263260917,0.0884519191484928,9.807871630598802,-0.18292708933582766,0.5487806950496878,0.30487829124044774,-0.0925942810756466,0.06259926046501581,9.811638807057278,-0.6097560095231004,0.30487829124044774,-0.24390240380924014,0.031220727247391996,-0.241718262752608,9.943215617247391,-0.18292708933582766,0.5487806950496878,0.30487829124044774,-0.200224864144352,-0.027842344144352,9.955978585855648,-0.6097560095231004,0.30487829124044774,-0.24390240380924014,31.78264046,33.31616974,944603838.0,0.03830723,-0.23463176,9.95030212,-0.00319268,0.00957803,0.00532113,-0.19153613,-0.01915361,9.96466732,-0.01064225,0.00532113,-0.0042569,$ ; 31.78264046 ; 33.31616974 ; 944603838 ; 0.03830723 ; -0.23463176 ; 9.95030212 ; -0.00319268 ; 0.00957803 ; 0.00532113 ; -0.19153613 ; -0.01915361 ; 9.96466732 ; -0.01064225 ; 0.00532113 ; -0.00425690 ; %
944616035.0,31.73471642,33.17240143,0.15014001946225164,-0.09814625958182129,9.76286511976582,-0.12195120190462007,0.4878048076184803,0.3658536057138602,-0.13683319544682307,-0.03638456981908287,9.659355630183006,-0.6707318969543079,0.4878048076184803,-0.12195120190462007,-0.021401641715616003,-0.428415941715616,9.895381708284383,-0.12195120190462007,0.4878048076184803,0.3658536057138602,-0.243170285014064,-0.128248615014064,9.802900034985935,-0.6707318969543079,0.4878048076184803,-0.12195120190462007,31.73471642,33.17240143,944616035.0,-0.01436521,-0.42137951,9.90241814,-0.00212845,0.0085138,0.00638535,-0.23463176,-0.11971009,9.81143856,-0.01170648,0.0085138,-0.00212845,$ ; 31.73471642 ; 33.17240143 ; 944616035 ; -0.01436521 ; -0.42137951 ; 9.90241814 ; -0.00212845 ; 0.00851380 ; 0.00638535 ; -0.23463176 ; -0.11971009 ; 9.81143856 ; -0.01170648 ; 0.00851380 ; -0.00212845 ; %
944628232.0,31.63887215,33.41201782,0.13642093150103604,0.016663640791732635,9.7902955213496,-0.24390240380924014,0.7317072114277204,0.12195120190462007,-0.055145058356454724,-0.04670743310363613,9.740712748525327,-0.6707318969543079,0.4878048076184803,0.0609758874312076,-0.035666713622320004,-0.31339411362231995,9.92421223637768,-0.24390240380924014,0.7317072114277204,0.12195120190462007,-0.162017786218336,-0.138075766218336,9.884052463781664,-0.6707318969543079,0.4878048076184803,0.0609758874312076,31.63887215,33.41201782,944628232.0,-0.02873042,-0.30645782,9.93114853,-0.0042569,0.0127707,0.00212845,-0.15322891,-0.12928689,9.89284134,-0.01170648,0.0085138,0.00106423,$ ; 31.63887215 ; 33.41201782 ; 944628232 ; -0.02873042 ; -0.30645782 ; 9.93114853 ; -0.00425690 ; 0.01277070 ; 0.00212845 ; -0.15322891 ; -0.12928689 ; 9.89284134 ; -0.01170648 ; 0.00851380 ; 0.00106423 ; %
